GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CTY_SUB,CTY_SUBA,DZ2001
"G4200770035","1980","Pennsylvania","42","Lehigh","077",,"Emmaus borough","035",11001
"G4200770040","1980","Pennsylvania","42","Lehigh","077",,"Fountain Hill borough","040",4805
"G4200770045","1980","Pennsylvania","42","Lehigh","077",,"Hanover township","045",2223
"G4200770050","1980","Pennsylvania","42","Lehigh","077",,"Heidelberg township","050",2691
"G4200770055","1980","Pennsylvania","42","Lehigh","077",,"Lower Macungie township","055",12958
"G4200770060","1980","Pennsylvania","42","Lehigh","077",,"Lower Milford township","060",2865
"G4200770065","1980","Pennsylvania","42","Lehigh","077",,"Lowhill township","065",1356
"G4200770070","1980","Pennsylvania","42","Lehigh","077",,"Lynn township","070",2733
"G4200770075","1980","Pennsylvania","42","Lehigh","077",,"Macungie borough","075",1899
"G4200770080","1980","Pennsylvania","42","Lehigh","077",,"North Whitehall township","080",8820
"G4200770085","1980","Pennsylvania","42","Lehigh","077",,"Salisbury township","085",12259
"G4200770090","1980","Pennsylvania","42","Lehigh","077",,"Slatington borough","090",4277
"G4200770095","1980","Pennsylvania","42","Lehigh","077",,"South Whitehall township","095",15919
"G4200770100","1980","Pennsylvania","42","Lehigh","077",,"Upper Macungie township","100",7446
"G4200770105","1980","Pennsylvania","42","Lehigh","077",,"Upper Milford township","105",5013
"G4200770110","1980","Pennsylvania","42","Lehigh","077",,"Upper Saucon township","110",9635
"G4200770115","1980","Pennsylvania","42","Lehigh","077",,"Washington township","115",5152
"G4200770120","1980","Pennsylvania","42","Lehigh","077",,"Weisenberg township","120",2272
"G4200770125","1980","Pennsylvania","42","Lehigh","077",,"Whitehall township","125",21538
"G4200790005","1980","Pennsylvania","42","Luzerne","079",,"Ashley borough","005",3512
"G4200790010","1980","Pennsylvania","42","Luzerne","079",,"Avoca borough","010",3536
"G4200790015","1980","Pennsylvania","42","Luzerne","079",,"Bear Creek township","015",3076
"G4200790020","1980","Pennsylvania","42","Luzerne","079",,"Black Creek township","020",1927
"G4200790025","1980","Pennsylvania","42","Luzerne","079",,"Buck township","025",397
"G4200790030","1980","Pennsylvania","42","Luzerne","079",,"Butler township","030",5537
"G4200790035","1980","Pennsylvania","42","Luzerne","079",,"Conyngham borough","035",2242
"G4200790040","1980","Pennsylvania","42","Luzerne","079",,"Conyngham township","040",1663
"G4200790045","1980","Pennsylvania","42","Luzerne","079",,"Courtdale borough","045",844
"G4200790050","1980","Pennsylvania","42","Luzerne","079",,"Dallas borough","050",2679
"G4200790055","1980","Pennsylvania","42","Luzerne","079",,"Dallas township","055",7287
"G4200790060","1980","Pennsylvania","42","Luzerne","079",,"Dennison township","060",753
"G4200790065","1980","Pennsylvania","42","Luzerne","079",,"Dorrance township","065",1829
"G4200790070","1980","Pennsylvania","42","Luzerne","079",,"Dupont borough","070",3460
"G4200790075","1980","Pennsylvania","42","Luzerne","079",,"Duryea borough","075",5415
"G4200790080","1980","Pennsylvania","42","Luzerne","079",,"Edwardsville borough","080",5729
"G4200790085","1980","Pennsylvania","42","Luzerne","079",,"Exeter borough","085",5493
"G4200790090","1980","Pennsylvania","42","Luzerne","079",,"Exeter township","090",2355
"G4200790095","1980","Pennsylvania","42","Luzerne","079",,"Fairmount township","095",1167
"G4200790100","1980","Pennsylvania","42","Luzerne","079",,"Fairview township","100",2908
"G4200790105","1980","Pennsylvania","42","Luzerne","079",,"Forty Fort borough","105",5590
"G4200790110","1980","Pennsylvania","42","Luzerne","079",,"Foster township","110",3962
"G4200790115","1980","Pennsylvania","42","Luzerne","079",,"Franklin township","115",1473
"G4200790120","1980","Pennsylvania","42","Luzerne","079",,"Freeland borough","120",4285
"G4200790125","1980","Pennsylvania","42","Luzerne","079",,"Hanover township","125",12601
"G4200790127","1980","Pennsylvania","42","Luzerne","079",,"Harveys Lake borough","127",2318
"G4200790132","1980","Pennsylvania","42","Luzerne","079",,"Hazle township","132",9495
"G4200790135","1980","Pennsylvania","42","Luzerne","079",,"Hazleton city","135",27318
"G4200790140","1980","Pennsylvania","42","Luzerne","079",,"Hollenback township","140",1006
"G4200790145","1980","Pennsylvania","42","Luzerne","079",,"Hughestown borough","145",1783
"G4200790150","1980","Pennsylvania","42","Luzerne","079",,"Hunlock township","150",2419
"G4200790155","1980","Pennsylvania","42","Luzerne","079",,"Huntington township","155",1943
"G4200790160","1980","Pennsylvania","42","Luzerne","079",,"Jackson township","160",2941
"G4200790165","1980","Pennsylvania","42","Luzerne","079",,"Jeddo borough","165",128
"G4200790170","1980","Pennsylvania","42","Luzerne","079",,"Jenkins township","170",4508
"G4200790175","1980","Pennsylvania","42","Luzerne","079",,"Kingston borough","175",15681
"G4200790180","1980","Pennsylvania","42","Luzerne","079",,"Kingston township","180",6535
"G4200790185","1980","Pennsylvania","42","Luzerne","079",,"Laflin borough","185",1650
"G4200790190","1980","Pennsylvania","42","Luzerne","079",,"Lake township","190",1783
"G4200790195","1980","Pennsylvania","42","Luzerne","079",,"Larksville borough","195",4410
"G4200790200","1980","Pennsylvania","42","Luzerne","079",,"Laurel Run borough","200",725
"G4200790205","1980","Pennsylvania","42","Luzerne","079",,"Lehman township","205",3030
"G4200790210","1980","Pennsylvania","42","Luzerne","079",,"Luzerne borough","210",3703
"G4200790215","1980","Pennsylvania","42","Luzerne","079",,"Nanticoke city","215",13044
"G4200790220","1980","Pennsylvania","42","Luzerne","079",,"Nescopeck borough","220",1768
"G4200790225","1980","Pennsylvania","42","Luzerne","079",,"Nescopeck township","225",833
"G4200790230","1980","Pennsylvania","42","Luzerne","079",,"New Columbus borough","230",214
"G4200790235","1980","Pennsylvania","42","Luzerne","079",,"Newport township","235",4989
"G4200790240","1980","Pennsylvania","42","Luzerne","079",,"Nuangola borough","240",726
"G4200790243","1980","Pennsylvania","42","Luzerne","079",,"Penn Lake Park borough","243",217
"G4200790245","1980","Pennsylvania","42","Luzerne","079",,"Pittston city","245",9930
"G4200790250","1980","Pennsylvania","42","Luzerne","079",,"Pittston township","250",3611
"G4200790255","1980","Pennsylvania","42","Luzerne","079",,"Plains township","255",11338
"G4200790260","1980","Pennsylvania","42","Luzerne","079",,"Plymouth borough","260",7605
"G4200790265","1980","Pennsylvania","42","Luzerne","079",,"Plymouth township","265",2437
"G4200790270","1980","Pennsylvania","42","Luzerne","079",,"Pringle borough","270",1221
"G4200790275","1980","Pennsylvania","42","Luzerne","079",,"Rice township","275",1935
"G4200790280","1980","Pennsylvania","42","Luzerne","079",,"Ross township","280",2323
"G4200790285","1980","Pennsylvania","42","Luzerne","079",,"Salem township","285",4627
"G4200790290","1980","Pennsylvania","42","Luzerne","079",,"Shickshinny borough","290",1192
"G4200790295","1980","Pennsylvania","42","Luzerne","079",,"Slocum township","295",1015
"G4200790300","1980","Pennsylvania","42","Luzerne","079",,"Sugarloaf township","300",3202
"G4200790305","1980","Pennsylvania","42","Luzerne","079",,"Sugar Notch borough","305",1191
"G4200790310","1980","Pennsylvania","42","Luzerne","079",,"Swoyersville borough","310",5795
"G4200790315","1980","Pennsylvania","42","Luzerne","079",,"Union township","315",1828
"G4200790320","1980","Pennsylvania","42","Luzerne","079",,"Warrior Run borough","320",784
"G4200790325","1980","Pennsylvania","42","Luzerne","079",,"West Hazleton borough","325",4871
"G4200790330","1980","Pennsylvania","42","Luzerne","079",,"West Pittston borough","330",5980
"G4200790335","1980","Pennsylvania","42","Luzerne","079",,"West Wyoming borough","335",3288
"G4200790340","1980","Pennsylvania","42","Luzerne","079",,"White Haven borough","340",1217
"G4200790345","1980","Pennsylvania","42","Luzerne","079",,"Wilkes-Barre city","345",51551
"G4200790350","1980","Pennsylvania","42","Luzerne","079",,"Wilkes-Barre township","350",4244
"G4200790355","1980","Pennsylvania","42","Luzerne","079",,"Wright township","355",4797
"G4200790360","1980","Pennsylvania","42","Luzerne","079",,"Wyoming borough","360",3655
"G4200790365","1980","Pennsylvania","42","Luzerne","079",,"Yatesville borough","365",555
"G4200810005","1980","Pennsylvania","42","Lycoming","081",,"Anthony township","005",730
"G4200810010","1980","Pennsylvania","42","Lycoming","081",,"Armstrong township","010",724
"G4200810015","1980","Pennsylvania","42","Lycoming","081",,"Bastress township","015",500
"G4200810020","1980","Pennsylvania","42","Lycoming","081",,"Brady township","020",804
"G4200810025","1980","Pennsylvania","42","Lycoming","081",,"Brown township","025",84
"G4200810030","1980","Pennsylvania","42","Lycoming","081",,"Cascade township","030",364
"G4200810035","1980","Pennsylvania","42","Lycoming","081",,"Clinton township","035",2467
"G4200810040","1980","Pennsylvania","42","Lycoming","081",,"Cogan House township","040",819
"G4200810045","1980","Pennsylvania","42","Lycoming","081",,"Cummings township","045",369
"G4200810050","1980","Pennsylvania","42","Lycoming","081",,"Duboistown borough","050",1218
"G4200810055","1980","Pennsylvania","42","Lycoming","081",,"Eldred township","055",1771
"G4200810060","1980","Pennsylvania","42","Lycoming","081",,"Fairfield township","060",2291
"G4200810065","1980","Pennsylvania","42","Lycoming","081",,"Franklin township","065",819
"G4200810070","1980","Pennsylvania","42","Lycoming","081",,"Gamble township","070",676
"G4200810075","1980","Pennsylvania","42","Lycoming","081",,"Hepburn township","075",2534
"G4200810080","1980","Pennsylvania","42","Lycoming","081",,"Hughesville borough","080",2174
"G4200810085","1980","Pennsylvania","42","Lycoming","081",,"Jackson township","085",449
"G4200810090","1980","Pennsylvania","42","Lycoming","081",,"Jersey Shore borough","090",4631
"G4200810095","1980","Pennsylvania","42","Lycoming","081",,"Jordan township","095",822
"G4200810100","1980","Pennsylvania","42","Lycoming","081",,"Lewis township","100",1149
"G4200810105","1980","Pennsylvania","42","Lycoming","081",,"Limestone township","105",1839
"G4200810110","1980","Pennsylvania","42","Lycoming","081",,"Loyalsock township","110",10763
"G4200810115","1980","Pennsylvania","42","Lycoming","081",,"Lycoming township","115",1902
"G4200810120","1980","Pennsylvania","42","Lycoming","081",,"McHenry township","120",204
"G4200810125","1980","Pennsylvania","42","Lycoming","081",,"McIntyre township","125",698
"G4200810130","1980","Pennsylvania","42","Lycoming","081",,"McNett township","130",235
"G4200810135","1980","Pennsylvania","42","Lycoming","081",,"Mifflin township","135",985
"G4200810140","1980","Pennsylvania","42","Lycoming","081",,"Mill Creek township","140",417
"G4200810145","1980","Pennsylvania","42","Lycoming","081",,"Montgomery borough","145",1653
"G4200810150","1980","Pennsylvania","42","Lycoming","081",,"Montoursville borough","150",5403
"G4200810155","1980","Pennsylvania","42","Lycoming","081",,"Moreland township","155",868
"G4200810160","1980","Pennsylvania","42","Lycoming","081",,"Muncy borough","160",2700
"G4200810165","1980","Pennsylvania","42","Lycoming","081",,"Muncy township","165",1051
"G4200810170","1980","Pennsylvania","42","Lycoming","081",,"Muncy Creek township","170",3427
"G4200810175","1980","Pennsylvania","42","Lycoming","081",,"Nippenose township","175",714
"G4200810180","1980","Pennsylvania","42","Lycoming","081",,"Old Lycoming township","180",5220
"G4200810185","1980","Pennsylvania","42","Lycoming","081",,"Penn township","185",739
"G4200810190","1980","Pennsylvania","42","Lycoming","081",,"Piatt township","190",1059
"G4200810195","1980","Pennsylvania","42","Lycoming","081",,"Picture Rocks borough","195",615
"G4200810200","1980","Pennsylvania","42","Lycoming","081",,"Pine township","200",312
"G4200810205","1980","Pennsylvania","42","Lycoming","081",,"Plunketts Creek township","205",710
"G4200810210","1980","Pennsylvania","42","Lycoming","081",,"Porter township","210",1541
"G4200810215","1980","Pennsylvania","42","Lycoming","081",,"Salladasburg borough","215",273
"G4200810220","1980","Pennsylvania","42","Lycoming","081",,"Shrewsbury township","220",436
"G4200810225","1980","Pennsylvania","42","Lycoming","081",,"South Williamsport borough","225",6581
"G4200810230","1980","Pennsylvania","42","Lycoming","081",,"Susquehanna township","230",1099
"G4200810235","1980","Pennsylvania","42","Lycoming","081",,"Upper Fairfield township","235",1761
"G4200810240","1980","Pennsylvania","42","Lycoming","081",,"Washington township","240",1368
"G4200810245","1980","Pennsylvania","42","Lycoming","081",,"Watson township","245",530
"G4200810250","1980","Pennsylvania","42","Lycoming","081",,"Williamsport city","250",33401
"G4200810255","1980","Pennsylvania","42","Lycoming","081",,"Wolf township","255",2147
"G4200810260","1980","Pennsylvania","42","Lycoming","081",,"Woodward township","260",2370
"G4200830005","1980","Pennsylvania","42","McKean","083",,"Annin township","005",853
"G4200830010","1980","Pennsylvania","42","McKean","083",,"Bradford city","010",11211
"G4200830015","1980","Pennsylvania","42","McKean","083",,"Bradford township","015",5294
"G4200830020","1980","Pennsylvania","42","McKean","083",,"Ceres township","020",1164
"G4200830025","1980","Pennsylvania","42","McKean","083",,"Corydon township","025",302
"G4200830030","1980","Pennsylvania","42","McKean","083",,"Eldred borough","030",965
"G4200830035","1980","Pennsylvania","42","McKean","083",,"Eldred township","035",2146
"G4200830040","1980","Pennsylvania","42","McKean","083",,"Foster township","040",5106
"G4200830045","1980","Pennsylvania","42","McKean","083",,"Hamilton township","045",707
"G4200830050","1980","Pennsylvania","42","McKean","083",,"Hamlin township","050",892
"G4200830055","1980","Pennsylvania","42","McKean","083",,"Kane borough","055",4916
"G4200830060","1980","Pennsylvania","42","McKean","083",,"Keating township","060",3366
"G4200830065","1980","Pennsylvania","42","McKean","083",,"Lafayette township","065",1056
"G4200830070","1980","Pennsylvania","42","McKean","083",,"Lewis Run borough","070",677
"G4200830075","1980","Pennsylvania","42","McKean","083",,"Liberty township","075",1881
"G4200830080","1980","Pennsylvania","42","McKean","083",,"Mount Jewett borough","080",1053
"G4200830085","1980","Pennsylvania","42","McKean","083",,"Norwich township","085",599
"G4200830090","1980","Pennsylvania","42","McKean","083",,"Otto township","090",1962
"G4200830095","1980","Pennsylvania","42","McKean","083",,"Port Allegany borough","095",2593
"G4200830100","1980","Pennsylvania","42","McKean","083",,"Sergeant township","100",171
"G4200830105","1980","Pennsylvania","42","McKean","083",,"Smethport borough","105",1797
"G4200830110","1980","Pennsylvania","42","McKean","083",,"Wetmore township","110",1924
"G4200850004","1980","Pennsylvania","42","Mercer","085",,"Clark borough","004",667
"G4200850010","1980","Pennsylvania","42","Mercer","085",,"Coolspring township","010",1984
"G4200850015","1980","Pennsylvania","42","Mercer","085",,"Deer Creek township","015",496
"G4200850020","1980","Pennsylvania","42","Mercer","085",,"Delaware township","020",2205
"G4200850025","1980","Pennsylvania","42","Mercer","085",,"East Lackawannock township","025",1709
"G4200850030","1980","Pennsylvania","42","Mercer","085",,"Fairview township","030",965
"G4200850035","1980","Pennsylvania","42","Mercer","085",,"Farrell city","035",8645
"G4200850040","1980","Pennsylvania","42","Mercer","085",,"Findley township","040",1651
"G4200850045","1980","Pennsylvania","42","Mercer","085",,"Fredonia borough","045",712
"G4200850050","1980","Pennsylvania","42","Mercer","085",,"French Creek township","050",765
"G4200850055","1980","Pennsylvania","42","Mercer","085",,"Greene township","055",1292
"G4200850060","1980","Pennsylvania","42","Mercer","085",,"Greenville borough","060",7730
"G4200850065","1980","Pennsylvania","42","Mercer","085",,"Grove City borough","065",8162
"G4200850070","1980","Pennsylvania","42","Mercer","085",,"Hempfield township","070",4078
"G4200850075","1980","Pennsylvania","42","Mercer","085",,"Hermitage township","075",16365
"G4200850082","1980","Pennsylvania","42","Mercer","085",,"Jackson township","082",1045
"G4200850085","1980","Pennsylvania","42","Mercer","085",,"Jackson Center borough","085",265
"G4200850090","1980","Pennsylvania","42","Mercer","085",,"Jamestown borough","090",854
"G4200850095","1980","Pennsylvania","42","Mercer","085",,"Jefferson township","095",2007
"G4200850100","1980","Pennsylvania","42","Mercer","085",,"Lackawannock township","100",2814
"G4200850105","1980","Pennsylvania","42","Mercer","085",,"Lake township","105",598
"G4200850110","1980","Pennsylvania","42","Mercer","085",,"Liberty township","110",1199
"G4200850115","1980","Pennsylvania","42","Mercer","085",,"Mercer borough","115",2532
"G4200850120","1980","Pennsylvania","42","Mercer","085",,"Mill Creek township","120",587
"G4200850125","1980","Pennsylvania","42","Mercer","085",,"New Lebanon borough","125",197
"G4200850130","1980","Pennsylvania","42","Mercer","085",,"New Vernon township","130",476
"G4200850135","1980","Pennsylvania","42","Mercer","085",,"Otter Creek township","135",605
"G4200850140","1980","Pennsylvania","42","Mercer","085",,"Perry township","140",1597
"G4200850145","1980","Pennsylvania","42","Mercer","085",,"Pine township","145",3762
"G4200850150","1980","Pennsylvania","42","Mercer","085",,"Pymatuning township","150",3880
"G4200850155","1980","Pennsylvania","42","Mercer","085",,"Salem township","155",695
"G4200850160","1980","Pennsylvania","42","Mercer","085",,"Sandy Creek township","160",847
"G4200850165","1980","Pennsylvania","42","Mercer","085",,"Sandy Lake borough","165",779
"G4200850170","1980","Pennsylvania","42","Mercer","085",,"Sandy Lake township","170",1163
"G4200850175","1980","Pennsylvania","42","Mercer","085",,"Sharon city","175",19057
"G4200850180","1980","Pennsylvania","42","Mercer","085",,"Sharpsville borough","180",5375
"G4200850185","1980","Pennsylvania","42","Mercer","085",,"Sheakleyville borough","185",155
"G4200850190","1980","Pennsylvania","42","Mercer","085",,"Shenango township","190",4399
"G4200850195","1980","Pennsylvania","42","Mercer","085",,"South Pymatuning township","195",3016
"G4200850200","1980","Pennsylvania","42","Mercer","085",,"Springfield township","200",1904
"G4200850205","1980","Pennsylvania","42","Mercer","085",,"Stoneboro borough","205",1177
"G4200850210","1980","Pennsylvania","42","Mercer","085",,"Sugar Grove township","210",1153
"G4200850215","1980","Pennsylvania","42","Mercer","085",,"West Middlesex borough","215",1064
"G4200850220","1980","Pennsylvania","42","Mercer","085",,"West Salem township","220",3862
"G4200850225","1980","Pennsylvania","42","Mercer","085",,"Wheatland borough","225",1132
"G4200850230","1980","Pennsylvania","42","Mercer","085",,"Wilmington township","230",1073
"G4200850235","1980","Pennsylvania","42","Mercer","085",,"Wolf Creek township","235",711
"G4200850240","1980","Pennsylvania","42","Mercer","085",,"Worth township","240",893
"G4200870005","1980","Pennsylvania","42","Mifflin","087",,"Armagh township","005",3710
"G4200870010","1980","Pennsylvania","42","Mifflin","087",,"Bratton township","010",1426
"G4200870015","1980","Pennsylvania","42","Mifflin","087",,"Brown township","015",3003
"G4200870020","1980","Pennsylvania","42","Mifflin","087",,"Burnham borough","020",2457
"G4200870025","1980","Pennsylvania","42","Mifflin","087",,"Decatur township","025",2513
"G4200870030","1980","Pennsylvania","42","Mifflin","087",,"Derry township","030",8108
"G4200870035","1980","Pennsylvania","42","Mifflin","087",,"Granville township","035",5116
"G4200870037","1980","Pennsylvania","42","Mifflin","087",,"Juniata Terrace borough","037",631
"G4200870040","1980","Pennsylvania","42","Mifflin","087",,"Kistler borough","040",364
"G4200870045","1980","Pennsylvania","42","Mifflin","087",,"Lewistown borough","045",9830
"G4200870050","1980","Pennsylvania","42","Mifflin","087",,"McVeytown borough","050",447
"G4200870055","1980","Pennsylvania","42","Mifflin","087",,"Menno township","055",1590
"G4200870060","1980","Pennsylvania","42","Mifflin","087",,"Newton Hamilton borough","060",317
"G4200870065","1980","Pennsylvania","42","Mifflin","087",,"Oliver township","065",1774
"G4200870070","1980","Pennsylvania","42","Mifflin","087",,"Union township","070",3131
"G4200870075","1980","Pennsylvania","42","Mifflin","087",,"Wayne township","075",2491
"G4200890005","1980","Pennsylvania","42","Monroe","089",,"Barrett township","005",3273
"G4200890010","1980","Pennsylvania","42","Monroe","089",,"Chestnuthill township","010",4324
"G4200890015","1980","Pennsylvania","42","Monroe","089",,"Coolbaugh township","015",3993
"G4200890020","1980","Pennsylvania","42","Monroe","089",,"Delaware Water Gap borough","020",597
"G4200890025","1980","Pennsylvania","42","Monroe","089",,"East Stroudsburg borough","025",8039
"G4200890030","1980","Pennsylvania","42","Monroe","089",,"Eldred township","030",1518
"G4200890035","1980","Pennsylvania","42","Monroe","089",,"Hamilton township","035",5138
"G4200890040","1980","Pennsylvania","42","Monroe","089",,"Jackson township","040",2315
"G4200890045","1980","Pennsylvania","42","Monroe","089",,"Middle Smithfield township","045",3497
"G4200890050","1980","Pennsylvania","42","Monroe","089",,"Mount Pocono borough","050",1237
"G4200890055","1980","Pennsylvania","42","Monroe","089",,"Paradise township","055",1983
"G4200890060","1980","Pennsylvania","42","Monroe","089",,"Pocono township","060",5233
"G4200890065","1980","Pennsylvania","42","Monroe","089",,"Polk township","065",3265
"G4200890070","1980","Pennsylvania","42","Monroe","089",,"Price township","070",684
"G4200890075","1980","Pennsylvania","42","Monroe","089",,"Ross township","075",2267
"G4200890080","1980","Pennsylvania","42","Monroe","089",,"Smithfield township","080",3466
"G4200890085","1980","Pennsylvania","42","Monroe","089",,"Stroud township","085",9150
"G4200890088","1980","Pennsylvania","42","Monroe","089",,"Stroudsburg borough","088",5148
"G4200890095","1980","Pennsylvania","42","Monroe","089",,"Tobyhanna township","095",3302
"G4200890100","1980","Pennsylvania","42","Monroe","089",,"Tunkhannock township","100",980
"G4200910005","1980","Pennsylvania","42","Montgomery","091",,"Abington township","005",59084
"G4200910010","1980","Pennsylvania","42","Montgomery","091",,"Ambler borough","010",6628
"G4200910015","1980","Pennsylvania","42","Montgomery","091",,"Bridgeport borough","015",4843
"G4200910020","1980","Pennsylvania","42","Montgomery","091",,"Bryn Athyn borough","020",947
"G4200910025","1980","Pennsylvania","42","Montgomery","091",,"Cheltenham township","025",35509
"G4200910030","1980","Pennsylvania","42","Montgomery","091",,"Collegeville borough","030",3406
"G4200910035","1980","Pennsylvania","42","Montgomery","091",,"Conshohocken borough","035",8475
"G4200910040","1980","Pennsylvania","42","Montgomery","091",,"Douglass township","040",5833
"G4200910045","1980","Pennsylvania","42","Montgomery","091",,"East Greenville borough","045",2456
"G4200910050","1980","Pennsylvania","42","Montgomery","091",,"East Norriton township","050",12711
"G4200910055","1980","Pennsylvania","42","Montgomery","091",,"Franconia township","055",6545
"G4200910060","1980","Pennsylvania","42","Montgomery","091",,"Green Lane borough","060",542
"G4200910065","1980","Pennsylvania","42","Montgomery","091",,"Hatboro borough","065",7579
"G4200910070","1980","Pennsylvania","42","Montgomery","091",,"Hatfield borough","070",2533
"G4200910075","1980","Pennsylvania","42","Montgomery","091",,"Hatfield township","075",13411
"G4200910080","1980","Pennsylvania","42","Montgomery","091",,"Horsham township","080",15959
"G4200910085","1980","Pennsylvania","42","Montgomery","091",,"Jenkintown borough","085",4942
"G4200910090","1980","Pennsylvania","42","Montgomery","091",,"Lansdale borough","090",16526
"G4200910095","1980","Pennsylvania","42","Montgomery","091",,"Limerick township","095",5298
"G4200910100","1980","Pennsylvania","42","Montgomery","091",,"Lower Frederick township","100",2379
"G4200910105","1980","Pennsylvania","42","Montgomery","091",,"Lower Gwynedd township","105",6902
"G4200910110","1980","Pennsylvania","42","Montgomery","091",,"Lower Merion township","110",59651
"G4200910115","1980","Pennsylvania","42","Montgomery","091",,"Lower Moreland township","115",12472
"G4200910120","1980","Pennsylvania","42","Montgomery","091",,"Lower Pottsgrove township","120",7299
"G4200910125","1980","Pennsylvania","42","Montgomery","091",,"Lower Providence township","125",18945
"G4200910130","1980","Pennsylvania","42","Montgomery","091",,"Lower Salford township","130",6156
"G4200910135","1980","Pennsylvania","42","Montgomery","091",,"Marlborough township","135",2849
"G4200910140","1980","Pennsylvania","42","Montgomery","091",,"Montgomery township","140",5718
"G4200910145","1980","Pennsylvania","42","Montgomery","091",,"Narberth borough","145",4496
"G4200910150","1980","Pennsylvania","42","Montgomery","091",,"New Hanover township","150",4623
"G4200910155","1980","Pennsylvania","42","Montgomery","091",,"Norristown borough","155",34684
"G4200910160","1980","Pennsylvania","42","Montgomery","091",,"North Wales borough","160",3391
"G4200910165","1980","Pennsylvania","42","Montgomery","091",,"Pennsburg borough","165",2339
"G4200910170","1980","Pennsylvania","42","Montgomery","091",,"Perkiomen township","170",3265
"G4200910175","1980","Pennsylvania","42","Montgomery","091",,"Plymouth township","175",17168
"G4200910180","1980","Pennsylvania","42","Montgomery","091",,"Pottstown borough","180",22729
"G4200910185","1980","Pennsylvania","42","Montgomery","091",,"Red Hill borough","185",1727
"G4200910190","1980","Pennsylvania","42","Montgomery","091",,"Rockledge borough","190",2538
"G4200910195","1980","Pennsylvania","42","Montgomery","091",,"Royersford borough","195",4243
"G4200910200","1980","Pennsylvania","42","Montgomery","091",,"Salford township","200",1995
"G4200910205","1980","Pennsylvania","42","Montgomery","091",,"Schwenksville borough","205",1041
"G4200910210","1980","Pennsylvania","42","Montgomery","091",,"Skippack township","210",5784
"G4200910215","1980","Pennsylvania","42","Montgomery","091",,"Souderton borough","215",6657
"G4200910220","1980","Pennsylvania","42","Montgomery","091",,"Springfield township","220",20344
"G4200910225","1980","Pennsylvania","42","Montgomery","091",,"Telford borough","225",2520
"G4200910230","1980","Pennsylvania","42","Montgomery","091",,"Towamencin township","230",11112
"G4200910235","1980","Pennsylvania","42","Montgomery","091",,"Trappe borough","235",1800
"G4200910240","1980","Pennsylvania","42","Montgomery","091",,"Upper Dublin township","240",22348
"G4200910245","1980","Pennsylvania","42","Montgomery","091",,"Upper Frederick township","245",1759
"G4200910250","1980","Pennsylvania","42","Montgomery","091",,"Upper Gwynedd township","250",9487
"G4200910255","1980","Pennsylvania","42","Montgomery","091",,"Upper Hanover township","255",3870
"G4200910260","1980","Pennsylvania","42","Montgomery","091",,"Upper Merion township","260",26138
"G4200910265","1980","Pennsylvania","42","Montgomery","091",,"Upper Moreland township","265",25874
"G4200910270","1980","Pennsylvania","42","Montgomery","091",,"Upper Pottsgrove township","270",2873
"G4200910275","1980","Pennsylvania","42","Montgomery","091",,"Upper Providence township","275",9551
"G4200910280","1980","Pennsylvania","42","Montgomery","091",,"Upper Salford township","280",2375
"G4200910285","1980","Pennsylvania","42","Montgomery","091",,"West Conshohocken borough","285",1516
"G4200910290","1980","Pennsylvania","42","Montgomery","091",,"West Norriton township","290",14034
"G4200910295","1980","Pennsylvania","42","Montgomery","091",,"West Pottsgrove township","295",4208
"G4200910300","1980","Pennsylvania","42","Montgomery","091",,"Whitemarsh township","300",15101
"G4200910305","1980","Pennsylvania","42","Montgomery","091",,"Whitpain township","305",11772
"G4200910310","1980","Pennsylvania","42","Montgomery","091",,"Worcester township","310",4661
"G4200930005","1980","Pennsylvania","42","Montour","093",,"Anthony township","005",1197
"G4200930010","1980","Pennsylvania","42","Montour","093",,"Cooper township","010",797
"G4200930015","1980","Pennsylvania","42","Montour","093",,"Danville borough","015",5239
"G4200930020","1980","Pennsylvania","42","Montour","093",,"Derry township","020",1061
"G4200930025","1980","Pennsylvania","42","Montour","093",,"Liberty township","025",1308
"G4200930030","1980","Pennsylvania","42","Montour","093",,"Limestone township","030",755
"G4200930035","1980","Pennsylvania","42","Montour","093",,"Mahoning township","035",3913
"G4200930040","1980","Pennsylvania","42","Montour","093",,"Mayberry township","040",197
"G4200930045","1980","Pennsylvania","42","Montour","093",,"Valley township","045",1625
"G4200930050","1980","Pennsylvania","42","Montour","093",,"Washingtonville borough","050",218
"G4200930055","1980","Pennsylvania","42","Montour","093",,"West Hemlock township","055",365
"G4200950005","1980","Pennsylvania","42","Northampton","095",,"Allen township","005",2465
"G4200950010","1980","Pennsylvania","42","Northampton","095",,"Bangor borough","010",5006
"G4200950015","1980","Pennsylvania","42","Northampton","095",,"Bath borough","015",1953
"G4200950020","1980","Pennsylvania","42","Northampton","095",,"Bethlehem city","020",50554
"G4200950025","1980","Pennsylvania","42","Northampton","095",,"Bethlehem township","025",12094
"G4200950030","1980","Pennsylvania","42","Northampton","095",,"Bushkill township","030",4469
"G4200950035","1980","Pennsylvania","42","Northampton","095",,"Chapman borough","035",255
"G4200950040","1980","Pennsylvania","42","Northampton","095",,"East Allen township","040",3605
"G4200950045","1980","Pennsylvania","42","Northampton","095",,"East Bangor borough","045",955
"G4200950050","1980","Pennsylvania","42","Northampton","095",,"Easton city","050",26027
